,tSNE1,tSNE2
E14619_469,18.369751,-10.191388
E14620_422,15.810642,-11.597805
E14621_450,12.484015,-5.3327436
E14622_145,-3.2616782,4.811896
E14623_107,-17.573915,3.8441582
E14624_61,-15.665401,13.912583
E14625_109,-14.817306,7.3490458
E14626_164,-15.651115,2.4436662
E14627_487,14.800784,-5.187476
E14628_35,-16.49254,14.168591
E14629_175,-9.926778,0.13464001
E14630_400,16.373035,-8.655789
E14631_114,-16.291552,2.803025
E14632_119,-17.557419,1.8536971
E14633_150,-14.240035,2.5699995
E14634_273,2.6248126,0.808402
E14635_348,12.431156,-1.3102953
E14636_496,15.262254,-7.781997
E14637_208,0.9920222,2.436666
E14638_257,-0.2553296,1.7539961
E14639_65,-14.617223,13.333323
E14640_370,5.3735595,-2.9495957
E14641_91,-18.503542,3.0605779
E14642_357,15.168007,-7.952717
E14643_482,13.580747,-6.650822
E14644_254,6.5999694,-2.3358903
E14645_422,13.521167,-7.7443514
E14646_205,-3.941919,-0.20339508
E14647_40,-15.563043,14.964423
E14648_73,-14.813269,14.238476
E14649_105,-12.366268,10.412497
E14650_143,-12.066531,10.038352
E14651_268,7.010856,-2.7062721
E14652_309,0.44140106,-1.9804434
E14653_394,17.318182,-6.134915
E14654_227,-1.4193611,-1.3841354
E14655_159,-8.29359,0.02022084
E14656_150,-3.2439513,4.7566957
E14657_295,-4.6490817,-2.3845382
E14658_343,8.824277,-3.536051
E14659_252,1.9461346,-1.1719291
E14660_315,13.324972,-3.3802643
E14661_296,0.055803113,1.6847153
E14662_190,-7.3991513,-1.3910096
E14663_497,16.408869,-7.6119137
E14664_267,2.6426268,0.58009136
E14665_51,-14.414509,14.429101
E14666_143,-16.670893,1.8798784
E14667_105,-17.496916,3.2451198
E14668_422,15.565555,-3.8549597
E14669_174,-8.323358,-0.44170758
E14670_311,5.4167447,-1.8073308
E14671_266,-4.755148,0.49920002
E14672_158,-8.167692,-0.082786456
E14673_461,16.5034,-6.870618
E14674_116,-17.550938,2.8708346
E14675_212,-10.9441395,3.0389423
E14676_199,-6.728979,-0.8569488
E14677_104,-17.154455,3.378627
E14678_49,-16.32657,14.237309
E14679_138,-2.8693857,3.1858983
E14680_446,15.703592,-4.947702
E14681_149,-11.719092,1.344991
E14682_437,16.745134,-3.7800286
E14683_478,14.202861,-10.358198
E14684_398,9.565955,-1.875623
E14685_448,16.217947,-2.045197
E14686_244,-0.8593664,1.3173743
E14687_385,8.74043,-2.2128341
E14688_98,-18.218119,3.284492
E14689_331,3.069462,0.2338747
E14690_323,4.0324616,-1.6310836
E14691_398,15.029019,-9.703379
E14692_364,11.448697,-7.8161354
E14693_172,-13.818225,2.0543053
E14694_407,12.839507,-5.056268
E14695_463,12.510303,-6.721711
E14696_4,-22.55115,13.632943
E14697_405,12.445268,-5.205789
E14698_282,-5.4027553,1.0851642
E14699_212,1.1947254,1.0162007
E14700_411,13.362711,-7.45232
E14701_190,-7.4137955,0.7046104
E14702_185,-8.478919,-0.63980085
E14703_416,16.029442,-10.689981
E14704_26,-17.090948,14.937405
E14705_35,-16.299107,14.670801
E14706_232,-7.4739423,-1.1559654
E14707_160,-4.061564,4.5144644
E14708_457,16.429577,-6.6951056
E14709_401,10.937429,-8.094028
E14710_14,-20.122284,14.407718
E14711_35,-15.682497,15.316808
E14712_170,-9.765971,0.12615734
E14713_428,3.7893982,-3.4888375
E14714_253,-4.5262604,1.5876719
E14715_468,14.404758,-2.1615417
E14716_168,-10.636397,0.69324213
E14717_454,15.28095,-3.4078531
E14718_11,-21.011065,14.230226
E14719_298,-5.6256404,-1.6683289
E14720_384,13.661819,-8.275039
E14721_192,-1.1837039,3.1780052
E14722_292,-5.9639716,-1.6320238
E14723_384,7.479618,-2.6970358
E14724_423,13.7301655,-7.659273
E14725_201,-0.060293503,2.2935703
E14726_102,-13.09277,10.779042
E14727_408,13.185006,-6.1802473
E14728_360,4.579825,-2.9057043
E14729_299,9.017658,-4.2680297
E14730_323,19.483631,-8.511594
E14731_271,9.10709,-3.4485536
E14732_17,-19.4653,14.470061
E14733_499,15.703841,-8.072584
E14734_49,-15.868643,14.42982
E14735_57,-15.604002,14.708108
E14736_361,15.006591,-6.0877104
E14737_243,0.2842031,1.7260158
E14738_325,8.037959,-4.5652533
E14739_352,9.250886,-5.1811247
E14740_330,7.7156157,-3.1980538
E14741_126,-17.250015,3.186573
E14742_325,6.062273,-5.900975
E14743_245,-5.6652503,-1.4219831
E14744_339,6.4634795,-4.0563374
E14745_376,4.5207844,-2.4883347
E14746_97,-18.642315,2.6054857
E14747_271,5.7764087,-1.2123511
E14748_213,-6.7966247,-1.8680061
E14749_430,16.237782,-11.605763
E14750_133,-17.936232,1.6902844
E14751_453,11.319879,-5.5278883
E14752_221,-7.431311,-1.0447845
E14753_326,7.86037,-3.669888
E14754_206,-1.9379798,-0.11159305
E14755_378,14.423705,-5.714387
E14756_122,-15.48708,6.4814405
E14757_475,18.650162,-7.6774626
E14758_464,11.985778,-5.197195
E14759_191,-5.023953,0.21189201
E14760_157,-5.8103285,3.9582326
E14761_248,-2.4767838,-0.036564253
E14762_241,-3.1201591,-0.54230106
E14763_297,5.1085052,-3.1824076
E14764_322,15.214479,-5.6354985
E14765_484,14.3502035,-4.7957606
E14766_110,-18.098846,2.210378
E14767_2,-22.7532,13.523978
E14768_435,14.46604,-8.407037
E14769_124,-12.034626,10.155757
E14770_473,15.572212,-9.146728
E14771_427,15.315398,-4.9053044
E14772_259,-0.1413057,-1.5617385
E14773_235,1.2732182,1.0449493
E14774_9,-21.389252,14.119265
E14775_42,-16.012276,14.465558
E14776_19,-19.096199,14.490311
E14777_85,-15.688927,9.277144
E14778_273,-0.8127435,0.53346854
E14779_451,18.99304,-6.307752
E14780_83,-14.188495,10.89632
E14781_23,-18.065048,14.46079
E14782_460,15.519568,-9.531733
E14783_317,6.2015696,-0.31429163
E14784_344,8.618511,-5.183643
E14785_478,12.2501335,-3.420393
E14786_416,12.945993,-4.1716127
E14787_379,13.072351,-7.377834
E14788_204,-11.121603,0.97229743
E14789_65,-16.466753,8.12624
E14790_350,16.157076,-3.1449153
E14791_328,3.8499014,-0.8042073
E14792_11,-20.741093,14.295209
E14793_472,16.05925,-6.7157283
E14794_339,14.9536495,-5.5566893
E14795_473,16.78113,-6.0314026
E14796_194,-0.46084732,1.5941439
E14797_327,7.562599,-1.6564835
E14798_366,5.168467,-1.7430762
E14799_9,-21.555748,14.061609
E14800_277,-1.5133082,0.62060696
E14801_123,-17.800392,2.5637903
E14802_123,-17.365417,1.678961
E14803_432,16.39416,-5.351396
E14804_117,-15.970974,6.4966946
E14805_325,6.913446,-0.7571455
E14806_330,6.9906497,-2.2903512
E14807_498,15.604245,-8.437911
E14808_119,-14.558377,5.756539
E14809_372,12.517527,-3.9199562
E14810_381,14.558843,-5.432043
E14811_422,14.306403,-4.9845967
E14812_80,-15.13954,9.579057
E14813_31,-16.62741,14.605866
E14814_456,15.164588,-9.602557
E14815_361,16.029398,-7.215739
E14816_270,6.574388,-2.1901143
E14817_344,15.298825,-5.3099875
E14818_423,18.058332,-4.215053
E14819_48,-15.680767,15.074654
E14820_48,-15.845481,15.363981
E14821_230,-1.3989309,-1.056124
E14822_325,13.739769,-1.6285527
E14823_388,8.38518,-2.6437519
E14824_110,-11.811005,10.1931305
E14825_370,2.31792,0.72269106
E14826_342,8.049914,-4.421669
E14827_196,-12.986793,1.9474283
E14828_148,-4.788466,-1.4025706
E14829_46,-16.40699,13.816551
E14830_14,-20.309906,14.382077
E14831_370,16.677649,-9.527889
E14832_274,-0.7247139,1.2743678
E14833_349,9.650263,-4.538406
E14834_420,4.3632193,-3.4581165
E14835_253,-1.7054067,0.6371562
E14836_193,-9.131082,0.9308721
E14837_231,-6.18213,1.1126119
E14838_294,8.112684,-3.0439088
E14839_138,-2.7283528,1.543418
E14840_5,-22.366886,13.72356
E14841_424,16.27358,-9.27459
E14842_105,-13.247413,10.740641
E14843_317,6.679786,-0.4475329
E14844_49,-15.407511,14.660918
E14845_178,-7.506841,0.58581775
E14846_82,-16.267717,5.2828956
E14847_19,-18.570526,14.573941
E14848_154,-15.633235,3.82687
E14849_195,-0.7083857,2.8446743
E14850_66,-15.179595,13.188109
E14851_135,-17.119572,1.719989
E14852_409,14.599073,-7.475445
E14853_366,9.179111,-3.0803638
E14854_148,-11.440139,1.0504553
E14855_479,9.872129,-4.215769
E14856_276,-0.18021664,0.98811156
E14857_100,-16.167511,4.000503
E14858_422,14.06583,-8.792811
E14859_18,-19.321283,14.481981
E14860_498,15.366056,-4.7323065
E14861_204,-5.3418965,0.5886077
E14862_78,-13.663928,11.829557
E14863_35,-16.585857,14.619378
E14864_82,-14.486365,11.5727825
E14865_247,-5.7873263,-2.0811021
E14866_57,-16.443035,10.422882
E14867_312,5.449298,-3.6737447
E14868_496,13.709178,-5.382489
E14869_480,14.543095,-6.6639023
E14870_351,7.80748,-4.2123146
E14871_361,13.858554,-5.4012
E14872_379,6.3738656,-3.0568419
E14873_353,14.896221,-7.096987
E14874_8,-21.773659,13.980932
E14875_468,16.332256,-7.329652
E14876_242,-0.16405715,2.3395967
E14877_452,14.305803,-7.283016
E14878_313,6.0094757,-2.719277
E14879_213,-4.08471,1.7875215
E14880_393,13.691613,-5.063918
E14881_435,12.30667,-5.445758
E14882_183,-7.2780614,-1.254604
E14883_24,-17.626137,14.813108
E14884_134,-16.50863,3.0594785
E14885_249,-5.2084427,-2.4114952
E14886_473,11.826582,-9.621814
E14887_429,14.26216,-6.984463
E14888_381,15.491881,-5.329765
E14889_170,-13.773496,2.2191207
E14890_479,16.293093,-7.7971873
E14891_58,-16.254848,10.668106
E14892_270,9.740251,-1.7441919
E14893_273,5.7532306,-4.7561345
E14894_379,6.0018187,-2.1233497
E14895_423,13.810988,-7.182123
E14896_47,-15.974537,13.715088
E14897_248,-7.9303584,-0.59808743
E14898_433,12.925495,-5.5415616
E14899_310,-0.48467472,1.7445724
E14900_42,-16.195843,14.605658
E14901_25,-17.519716,14.43142
E14902_361,13.205786,-8.172607
E14903_354,10.986636,-6.263219
E14904_188,-4.795644,-0.019276327
E14905_220,-7.264747,-1.5065157
E14906_89,-13.143352,12.083179
E14907_483,13.906025,-9.146411
E14908_161,-14.381922,2.9870198
E14909_213,-6.518389,-1.0763396
E14910_175,-8.879372,0.14754973
E14911_63,-14.88764,14.619225
E14912_410,9.621099,-7.909836
E14913_219,0.21907559,2.0228844
E14914_325,2.108682,-3.3108072
E14915_416,13.50744,-2.1491747
E14916_406,0.20876212,2.0896785
E14917_324,7.091682,-5.5040345
E14918_443,15.503151,-5.5881653
E14919_136,-18.07477,2.16816
E14920_346,4.7922783,-2.970372
E14921_458,15.897394,-6.925321
E14922_409,13.906735,-3.7253473
E14923_192,-2.3205664,0.13097951
E14924_465,14.542448,-5.641922
E14925_420,10.814997,-7.5863266
E14926_347,-0.2735345,1.2098038
E14927_457,15.80099,-6.0771427
E14928_64,-14.64302,11.998858
E14929_191,-10.51429,2.728995
E14930_112,-14.934629,5.6984406
E14931_269,7.3283978,-1.2591789
E14932_361,3.7568521,-1.6255969
E14933_135,-17.223156,2.092694
E14934_203,-7.3400636,0.93456143
E14935_265,-0.8178005,1.4969777
E14936_66,-14.682969,14.83047
E14937_448,16.264994,-8.138444
E14938_463,15.619506,-2.8593607
E14939_44,-15.373061,15.49812
E14940_199,-9.864129,1.6882298
E14941_81,-16.507452,7.4944987
E14942_334,14.7342825,-1.8342937
E14943_401,11.918657,-2.8999236
E14944_401,15.465499,-5.7995095
E14945_274,-0.59522235,1.737382
E14946_337,11.475901,-4.5002313
E14947_310,8.31377,-3.112725
E14948_190,-10.661975,0.94811225
E14949_416,13.879608,-6.385777
E14950_451,14.920844,-4.893461
E14951_297,10.105318,-6.2377434
E14952_234,-2.2093356,-0.6802779
E14953_315,5.3902087,-0.59139764
E14954_30,-16.71575,14.604735
E14955_455,17.193474,-8.742281
E14956_229,-3.6847153,0.09477624
E14957_213,-4.7575707,-0.91749
E14958_252,0.14337166,1.556589
E14959_493,18.782192,-4.8398247
E14960_296,0.02923024,2.0461776
E14961_6,-22.13352,13.832129
E14962_208,-3.1837552,0.02976676
E14963_2,-22.745867,13.52816
E14964_47,-15.569377,15.256996
E14965_367,7.8594093,-3.159897
E14966_225,-6.7500434,1.6416253
E14967_316,6.8284082,1.0808978
E14968_196,-7.5686865,-0.40377226
E14969_101,-15.731548,8.664478
E14970_257,0.10172932,2.0273194
E14971_330,3.5955482,-3.5311713
E14972_485,14.937341,-8.856868
E14973_165,-9.641482,0.8044142
E14974_131,-14.5789795,5.848814
E14975_298,-2.5439062,2.9792824
E14976_20,-18.99395,14.453944
E14977_136,-18.341988,2.0632393
E14978_210,-10.950755,3.0229847
E14979_56,-16.064104,14.199765
E14980_72,-15.229658,13.852668
E14981_48,-15.604992,14.83753
E14982_75,-15.612357,9.7478285
E14983_252,0.8139801,0.7140924
E14984_203,-9.944139,2.5416954
E14985_245,-5.5375986,-2.2612712
E14986_203,-2.3954182,4.2345877
E14987_374,8.548363,-6.223606
E14988_265,7.709474,-4.365272
E14989_93,-14.857236,7.1985316
E14990_316,7.186956,-1.1605024
E14991_262,-0.50196487,1.9213469
E14992_475,14.885361,-4.6238165
E14993_182,-7.184326,0.85109025
E14994_283,-3.5885198,-0.5004669
E14995_164,-15.75054,2.6319764
E14996_328,6.486691,-0.5781374
E14997_359,10.698168,-5.758379
E14998_280,4.7319856,-2.202047
E14999_178,-7.5319967,-0.8768064
E15000_495,14.274596,-4.835629
E15001_135,-11.37939,8.873619
E15002_130,-15.841327,6.365114
E15003_445,12.381002,-8.0837965
E15004_243,-1.5618316,3.5772898
E15005_76,-14.015176,13.532435
E15006_397,17.112207,-9.91484
E15007_263,-1.0131602,0.8221224
E15008_241,-2.0981991,-0.09052968
E15009_478,12.400727,-5.027191
E15010_128,-18.417316,2.2963707
E15011_404,13.63881,-6.4402323
E15012_304,-2.0618346,0.8343305
E15013_121,-10.711605,0.5217134
E15014_157,-3.408955,4.99234
E15015_86,-16.562635,5.2950387
E15016_32,-16.385027,15.219582
E15017_49,-16.646084,12.697206
E15018_339,17.460222,-6.875265
E15019_131,-17.44072,2.542177
E15020_373,13.1821575,-8.341268
E15021_403,13.931071,-5.5728817
E15022_47,-16.038254,14.469971
E15023_8,-21.754131,13.989403
E15024_391,15.596039,-6.0054502
E15025_366,13.610073,-8.036461
E15026_233,-0.0028574602,2.3100877
E15027_44,-15.910985,14.540351
E15028_394,11.768791,-6.3605394
E15029_216,-9.527106,1.4985586
E15030_21,-18.24581,14.770026
E15031_417,9.316531,-2.7458
E15032_256,7.761264,-3.2037468
E15033_141,-14.86045,6.3245816
E15034_396,8.345921,0.21186158
E15035_108,-17.386063,3.7816076
E15036_204,-7.5763946,-1.1589209
E15037_291,5.870937,-2.7009363
E15038_139,-13.446259,5.49946
E15039_287,6.2115846,-1.684714
E15040_16,-19.725145,14.454183
E15041_18,-19.396185,14.446362
E15042_459,14.78622,-8.309121
E15043_28,-17.028559,14.333344
E15044_120,-17.26047,3.1987777
E15045_326,10.726996,-3.22338
E15046_184,-9.3988905,0.6061015
E15047_216,-6.7345304,-1.0939789
E15048_408,7.3488026,-2.2081242
E15049_128,-11.808648,9.998841
E15050_222,-5.00895,0.38441452
E15051_246,-3.396776,-0.32024464
E15052_202,-0.53907025,1.5767773
E15053_107,-16.213943,3.6542518
E15054_9,-21.526249,14.075512
E15055_117,-17.599655,2.7339227
E15056_238,-5.1824083,-1.444272
E15057_6,-22.202206,13.8001175
E15058_146,-16.261135,2.8962405
E15059_144,-17.997898,2.2286553
E15060_215,0.9161733,-1.8126032
E15061_282,6.148432,0.0008318608
E15062_177,-1.3801123,3.4497309
E15063_137,-15.311655,2.791044
E15064_106,-17.906563,3.816516
E15065_270,-7.684775,-1.0236816
E15066_354,11.457016,-9.28327
E15067_219,-9.225127,-0.22532046
E15068_418,13.04389,-7.6394014
E15069_13,-20.393692,14.363805
E15070_442,13.322559,-7.5901513
E15071_6,-22.192768,13.805495
E15072_153,-7.4874544,-0.7150576
E15073_329,10.048026,-5.8835583
E15074_34,-16.376116,15.651451
E15075_468,12.300169,-9.814791
E15076_303,7.137776,-4.0626526
E15077_74,-16.035156,10.344544
E15078_368,17.423954,-7.9002123
E15079_115,-17.45769,1.7893062
E15080_16,-19.681858,14.461023
E15081_121,-18.223265,2.5504935
E15082_192,-4.4922304,-0.13843337
E15083_446,17.818787,-7.040889
E15084_286,6.230696,-1.6872653
E15085_245,-1.3557949,-1.0206051
E15086_201,-6.8788004,-1.4001757
E15087_299,6.3249054,-3.7689166
E15088_98,-13.977195,10.333854
E15089_239,-3.1844137,-0.068475485
E15090_343,9.696505,-3.8052406
E15091_401,17.122812,-5.297329
E15092_445,14.280596,-8.848173
E15093_171,-13.774443,2.5061936
E15094_460,17.640564,-6.1906695
E15095_139,-17.373806,1.4128661
E15096_380,10.7479725,-10.015092
E15097_266,2.9710424,-1.7338212
E15098_181,-8.68874,1.1238712
E15099_361,7.913695,-5.3867974
E15100_471,14.806616,-6.4870477
E15101_398,13.871306,-3.9604497
E15102_239,-7.095521,-1.3609352
E15103_220,-9.906891,0.28612816
E15104_307,8.917368,-3.301056
E15105_118,-18.087902,1.9570652
E15106_110,-15.210468,7.0985384
E15107_409,16.124325,-2.8653085
E15108_309,6.6610765,-2.3647902
E15109_192,0.05977715,2.6298845
E15110_143,-16.563778,2.3238187
E15111_403,12.568836,-9.5174465
E15112_288,2.0428042,0.67135394
E15113_290,-0.1297744,1.0258172
E15114_68,-15.888711,9.723635
E15115_151,-17.117529,1.7596139
E15116_262,-4.8756146,-1.0540221
E15117_146,-16.420694,3.0852244
E15118_239,-3.3212693,-0.91796345
E15119_251,3.6277874,-1.8927631
E15120_189,0.2859039,1.4940959
E15121_24,-17.7416,14.743548
E15122_159,-14.645847,2.6092932
E15123_117,-12.064485,9.97626
E15124_108,-15.9212055,5.434786
E15125_239,-3.9654808,0.2684027
E15126_51,-15.345418,13.402285
E15127_108,-16.510624,3.9480093
E15128_63,-15.830281,10.660355
E15129_193,-4.8883224,0.5773268
E15130_175,-13.338962,3.18096
E15131_438,14.984973,-4.375016
E15132_91,-15.181341,7.677471
E15133_152,-4.4710484,4.7639513
E15134_238,-5.604028,-0.8891714
E15135_350,13.993591,-6.869085
E15136_484,11.963974,-10.464561
E15137_491,15.283017,-4.9739823
E15138_305,14.885766,-6.850979
E15139_311,1.673812,0.1356828
E15140_453,16.221327,-8.222277
E15141_383,12.5986185,-4.7470818
E15142_237,2.6167052,-3.3721197
E15143_435,15.739303,-6.2019935
E15144_25,-17.619904,15.134138
E15145_271,3.9796836,-3.4617124
E15146_77,-13.905335,10.604148
E15147_374,12.082714,-3.2426429
E15148_304,8.9698925,-3.195766
E15149_174,-3.0209653,4.646713
E15150_105,-15.444389,8.512445
E15151_440,14.551396,-6.178049
E15152_445,15.533099,-7.5682545
E15153_205,-10.322362,0.9508751
E15154_116,-16.085402,4.5004067
E15155_262,6.625837,-3.1652253
E15156_248,3.3254883,-3.966958
E15157_56,-15.725946,14.671107
E15158_428,15.239444,-7.713235
E15159_256,1.583504,0.22083184
E15160_336,8.7620125,-2.9639406
E15161_499,15.202513,-11.488114
E15162_149,-16.225964,2.9540124
E15163_224,-4.665526,-1.0295802
E15164_242,-7.1426396,-1.4970926
E15165_472,16.165863,-5.8941875
E15166_341,18.199839,-5.9369583
E15167_145,-10.225604,1.6394086
E15168_306,11.956517,-11.377828
E15169_463,15.204431,-4.3330846
E15170_302,4.067358,-1.6258337
E15171_344,9.710717,-4.5828276
E15172_178,-15.878465,2.1103811
E15173_84,-16.256222,10.327738
E15174_200,-5.250757,-0.065859996
E15175_443,14.321442,-6.5302835
E15176_129,-17.199385,2.0673769
E15177_441,15.224122,-10.106034
E15178_391,5.491279,-0.4892889
E15179_197,-9.618631,2.5781558
E15180_260,3.713637,-1.7641865
E15181_138,-17.271986,1.9112161
E15182_147,-12.646886,4.734868
E15183_364,5.308753,-2.3677742
E15184_163,-16.433506,2.1094763
E15185_122,-16.094076,5.936706
E15186_291,11.024242,-5.437243
E15187_180,-10.720294,2.6783848
E15188_133,-17.34421,2.1796582
E15189_415,15.903455,-7.6977696
E15190_493,10.809294,-9.980603
E15191_301,9.309281,-7.4671736
E15192_11,-21.079638,14.207824
E15193_88,-16.32843,7.2370048
E15194_232,6.837831,-2.3218772
E15195_438,13.079983,-5.3366065
E15196_133,-2.8110094,3.8625712
E15197_259,-6.7102904,-0.9922546
E15198_26,-17.247799,14.589758
E15199_167,-11.72739,9.788725
E15200_416,14.872025,-8.0062475
E15201_108,-16.675026,2.7872658
E15202_450,17.023722,-7.522661
E15203_429,12.222158,-6.139903
E15204_435,14.976923,-6.5180655
E15205_97,-14.544977,8.628161
E15206_91,-14.341911,8.548641
E15207_483,14.854613,-1.4076709
E15208_150,-10.790327,0.5634353
E15209_108,-15.375889,4.135177
E15210_254,-4.3613644,-0.13021547
E15211_160,-12.413482,3.1031015
E15212_266,-7.3387184,0.13755424
E15213_345,6.8479514,-2.898343
E15214_499,14.048262,-9.195314
E15215_189,-8.9413,0.79954356
E15216_357,12.015821,-3.8840325
E15217_191,-8.607635,-0.46761373
E15218_177,-7.437056,-1.3262973
E15219_188,-6.9248667,-1.2670237
E15220_396,12.264402,-9.452519
E15221_52,-15.102411,15.1848345
E15222_208,-7.7161927,-1.1372927
E15223_67,-15.592095,13.607366
E15224_454,12.33534,-6.0302963
E15225_221,-0.5061126,1.7859246
E15226_61,-15.324041,14.178689
E15227_124,-11.9514065,10.154075
E15228_312,-0.7014209,0.6416463
E15229_299,6.2935395,-2.9439898
E15230_256,1.209215,0.957423
E15231_413,14.414672,-10.670668
E15232_381,12.973718,-9.055106
E15233_135,-16.650549,1.8230636
E15234_22,-17.874067,14.293748
E15235_148,-17.538923,1.6334665
E15236_114,-12.887214,11.159401
E15237_251,4.3416038,-2.3443575
E15238_15,-19.988043,14.423539
E15239_414,15.801412,-8.464736
E15240_414,12.201369,-4.756569
E15241_231,-6.7014904,-0.51735395
E15242_64,-15.901238,13.634317
E15243_236,-2.9236183,0.1014542
E15244_232,0.8723958,1.5719459
E15245_411,14.764486,-7.3023667
E15246_349,7.5583854,-5.3429184
E15247_475,18.00738,-6.3570547
E15248_342,17.245604,-7.5768204
E15249_295,9.9826565,-5.081834
E15250_359,4.879842,-4.2461905
E15251_199,-6.7897573,-1.1633314
E15252_23,-17.888138,14.516793
E15253_297,6.654892,-1.0041256
E15254_263,4.0407176,-1.1666315
E15255_10,-21.239248,14.161603
E15256_44,-16.50425,13.693143
E15257_398,4.7174788,-1.9290203
E15258_172,-2.494934,4.1936936
E15259_124,-17.275694,1.7682625
E15260_125,-14.609199,5.6711555
E15261_187,-0.3870615,2.67901
E15262_456,13.671958,-5.944199
E15263_188,-1.8609204,3.8415833
E15264_334,11.210386,-4.8479853
E15265_407,11.097963,-6.541087
E15266_403,14.109391,-6.8056498
E15267_23,-17.810753,14.581258
E15268_454,14.670423,-10.504113
E15269_133,-17.12522,2.393633
E15270_99,-17.660917,2.621564
E15271_70,-14.740942,12.073811
E15272_333,13.2826,-3.7480474
E15273_6,-22.165071,13.815301
E15274_246,2.9891326,1.2504426
E15275_478,17.33589,-3.6667318
E15276_254,5.341643,-3.106789
E15277_155,-17.288626,1.5611024
E15278_351,15.975475,-6.809648
E15279_450,14.822392,-4.451686
E15280_94,-15.911644,9.136486
E15281_444,14.893559,-9.187589
E15282_269,1.093229,-3.4041903
E15283_176,-9.20115,1.1584711
E15284_341,14.114345,-3.5995872
E15285_451,12.349192,-8.390314
E15286_389,16.83337,-5.0657406
E15287_264,4.809846,-3.1414976
E15288_433,14.561808,-3.5019214
E15289_49,-15.626889,14.36433
E15290_130,-12.0657,8.752614
E15291_145,-12.405641,3.0639038
E15292_384,1.8152719,0.644601
E15293_82,-15.770917,8.794897
E15294_256,-7.223429,-1.281176
E15295_395,7.1021028,-2.8328207
E15296_260,4.0141935,-2.7705345
E15297_84,-17.26682,4.2624836
E15298_373,13.837658,-4.627436
E15299_1,-22.831957,13.477826
E15300_320,-0.09458537,2.0020788
E15301_138,-16.313915,6.839737
E15302_57,-15.126203,13.400244
E15303_331,6.0478992,-3.5167942
E15304_279,-2.134365,0.5477662
E15305_131,-12.931354,9.86269
E15306_149,-17.944761,1.8679234
E15307_272,9.031851,-0.44049007
E15308_135,-12.532117,9.6859045
E15309_419,14.3014345,-10.390486
E15310_305,3.6973217,-0.94351333
E15311_156,-17.220234,1.5525057
E15312_352,15.370906,-6.3458877
E15313_172,-9.8433,0.909476
E15314_476,13.857815,-8.183638
E15315_359,6.327457,-2.5599706
E15316_219,-4.2422543,0.60930586
E15317_176,-2.947394,4.437201
E15318_402,14.74657,-8.613517
E15319_65,-14.891078,12.922951
E15320_296,7.725875,-3.0557861
E15321_63,-15.198408,13.76417
E15322_289,8.43973,-4.919893
E15323_371,16.571348,-3.259747
E15324_352,12.3464985,-5.635141
E15325_141,-12.716517,9.789236
E15326_450,16.804123,-7.9433064
E15327_214,-6.5077176,0.64814216
E15328_347,10.777959,-7.0332093
E15329_253,-7.250918,-0.2661012
E15330_362,5.5393553,0.34137464
E15331_312,10.049911,-7.531739
E15332_431,14.388952,-7.9896016
E15333_336,14.407281,-7.6499305
E15334_188,-3.3495858,4.7070017
E15335_291,-4.387472,-0.4527459
E15336_64,-16.573446,5.6399193
E15337_337,15.073286,-4.1910563
E15338_293,1.5320342,0.18270396
E15339_385,14.444133,-4.2447133
E15340_348,7.014357,-2.6524184
E15341_466,15.357155,-10.618712
E15342_81,-16.33529,10.605778
E15343_36,-15.8879385,15.277995
E15344_460,17.935766,-7.5120068
E15345_277,0.035310086,1.1380913
E15346_86,-15.947255,12.711413
E15347_496,16.453259,-7.4123597
E15348_454,13.61101,-11.415018
E15349_387,12.634203,-7.4241214
E15350_347,7.0748315,-3.5041912
E15351_186,-1.3471882,3.2315514
E15352_177,-3.0827668,4.608922
E15353_114,-18.128761,2.2023199
E15354_46,-15.245355,14.928135
E15355_101,-17.822815,3.3614461
E15356_314,2.0497053,-3.134315
E15357_64,-14.820959,14.851396
E15358_83,-15.5841465,5.7092776
E15359_253,-0.90342784,-0.9192703
E15360_485,18.293993,-9.657916
E15361_473,12.896211,-6.4939017
E15362_99,-14.978755,8.178482
E15363_239,-0.070315726,2.2391346
E15364_438,11.183309,-7.5410795
E15365_481,8.355498,-2.9015675
E15366_44,-15.967465,15.6553
E15367_386,13.375399,-8.222281
E15368_376,7.983233,-2.2504086
E15369_414,14.969413,-6.9475193
E15370_52,-16.397747,10.197102
E15371_149,-12.065773,3.1652296
E15372_226,-4.5561643,-0.09804285
E15373_348,14.207556,-8.303814
E15374_258,-4.3538165,0.26799598
E15375_464,15.795869,-6.619009
E15376_71,-16.240562,10.072393
E15377_53,-15.532532,14.075372
E15378_358,16.066391,-7.638437
E15379_189,-0.8040056,1.5146499
E15380_126,-17.128094,1.9105102
E15381_45,-16.335695,14.26983
E15382_55,-14.933361,13.743908
E15383_300,9.194,-7.2930627
E15384_57,-16.223724,12.138022
E15385_373,11.621102,-5.7437778
E15386_319,6.816833,-5.621493
E15387_394,13.98653,-2.295037
E15388_407,11.797744,-6.1248994
E15389_91,-14.657462,11.772127
E15390_172,-3.6061513,5.1322017
E15391_183,-7.7828164,-0.8442208
E15392_26,-17.523146,14.363041
E15393_213,-8.455738,0.07852351
E15394_203,-3.5578694,-0.35122013
E15395_391,13.49979,-8.682008
E15396_396,16.424526,-3.4859142
E15397_15,-19.943024,14.437407
E15398_415,10.386587,-8.269577
E15399_201,-8.835094,1.9986051
E15400_179,-0.20238404,1.978825
